@HD	VN:1.0	SO:unsorted
@SQ	SN:scaffold8128|size1297	LN:1297
@SQ	SN:scaffold8129|size1297	LN:1297
@SQ	SN:scaffold8130|size1296	LN:1296
@SQ	SN:scaffold8131|size1296	LN:1296
@SQ	SN:scaffold8132|size1296	LN:1296
@SQ	SN:scaffold8133|size1296	LN:1296
@SQ	SN:scaffold8134|size1296	LN:1296
@SQ	SN:scaffold8135|size1296	LN:1296
@SQ	SN:scaffold8136|size1296	LN:1296
@SQ	SN:scaffold8137|size1296	LN:1296
@SQ	SN:scaffold8138|size1296	LN:1296
@SQ	SN:scaffold8139|size1296	LN:1296
@SQ	SN:scaffold8140|size1295	LN:1295
@SQ	SN:scaffold8141|size1295	LN:1295
@SQ	SN:scaffold8142|size1295	LN:1295
@SQ	SN:scaffold8143|size1295	LN:1295
@SQ	SN:scaffold8144|size1294	LN:1294
@SQ	SN:scaffold8145|size1294	LN:1294
@SQ	SN:scaffold8146|size1294	LN:1294
@SQ	SN:scaffold8147|size1294	LN:1294
@SQ	SN:scaffold8148|size1294	LN:1294
@SQ	SN:scaffold8149|size1293	LN:1293
@SQ	SN:scaffold8150|size1293	LN:1293
@SQ	SN:scaffold8151|size1293	LN:1293
@SQ	SN:scaffold8152|size1293	LN:1293
@SQ	SN:scaffold8153|size1293	LN:1293
@SQ	SN:scaffold8154|size1293	LN:1293
@SQ	SN:scaffold8155|size1293	LN:1293
@SQ	SN:scaffold8156|size1293	LN:1293
@SQ	SN:scaffold8157|size1292	LN:1292
@SQ	SN:scaffold8158|size1292	LN:1292
@SQ	SN:scaffold8159|size1292	LN:1292
@SQ	SN:scaffold8160|size1292	LN:1292
@SQ	SN:scaffold8161|size1292	LN:1292
@SQ	SN:scaffold8162|size1292	LN:1292
@SQ	SN:scaffold8163|size1291	LN:1291
@SQ	SN:scaffold8164|size1291	LN:1291
@SQ	SN:scaffold8165|size1291	LN:1291
@SQ	SN:scaffold8166|size1291	LN:1291
@SQ	SN:scaffold8167|size1291	LN:1291
@SQ	SN:scaffold8168|size1291	LN:1291
@SQ	SN:scaffold8169|size1291	LN:1291
@SQ	SN:scaffold8170|size1291	LN:1291
@SQ	SN:scaffold8171|size1291	LN:1291
@SQ	SN:scaffold8172|size1291	LN:1291
@SQ	SN:scaffold8173|size1291	LN:1291
@SQ	SN:scaffold8174|size1291	LN:1291
@SQ	SN:scaffold8175|size1290	LN:1290
@SQ	SN:scaffold8176|size1290	LN:1290
@SQ	SN:scaffold8177|size1290	LN:1290
@SQ	SN:scaffold8178|size1290	LN:1290
@SQ	SN:scaffold8179|size1290	LN:1290
@SQ	SN:scaffold8180|size1290	LN:1290
@SQ	SN:scaffold8181|size1290	LN:1290
@SQ	SN:scaffold8182|size1289	LN:1289
@SQ	SN:scaffold8183|size1289	LN:1289
@SQ	SN:scaffold8184|size1289	LN:1289
@SQ	SN:scaffold8185|size1289	LN:1289
@SQ	SN:scaffold8186|size1288	LN:1288
@SQ	SN:scaffold8187|size1288	LN:1288
@SQ	SN:scaffold8188|size1288	LN:1288
@SQ	SN:scaffold8189|size1288	LN:1288
@SQ	SN:scaffold8190|size1288	LN:1288
@SQ	SN:scaffold8191|size1288	LN:1288
@SQ	SN:scaffold8192|size1287	LN:1287
@SQ	SN:scaffold8193|size1287	LN:1287
@SQ	SN:scaffold8194|size1287	LN:1287
@SQ	SN:scaffold8195|size1287	LN:1287
@SQ	SN:scaffold8196|size1287	LN:1287
@SQ	SN:scaffold8197|size1287	LN:1287
@SQ	SN:scaffold8198|size1286	LN:1286
@SQ	SN:scaffold8199|size1286	LN:1286
@SQ	SN:scaffold8200|size1286	LN:1286
@SQ	SN:scaffold8201|size1286	LN:1286
@SQ	SN:scaffold8202|size1286	LN:1286
@SQ	SN:scaffold8203|size1286	LN:1286
@SQ	SN:scaffold8204|size1286	LN:1286
@SQ	SN:scaffold8205|size1286	LN:1286
@SQ	SN:scaffold8206|size1286	LN:1286
@SQ	SN:scaffold8207|size1286	LN:1286
@SQ	SN:scaffold8208|size1285	LN:1285
@SQ	SN:scaffold8209|size1285	LN:1285
@SQ	SN:scaffold8210|size1285	LN:1285
@SQ	SN:scaffold8211|size1285	LN:1285
@SQ	SN:scaffold8212|size1285	LN:1285
@SQ	SN:scaffold8213|size1285	LN:1285
@SQ	SN:scaffold8214|size1285	LN:1285
@SQ	SN:scaffold8215|size1285	LN:1285
@SQ	SN:scaffold8216|size1285	LN:1285
@SQ	SN:scaffold8217|size1285	LN:1285
@SQ	SN:scaffold8218|size1284	LN:1284
@SQ	SN:scaffold8219|size1284	LN:1284
@SQ	SN:scaffold8220|size1284	LN:1284
@SQ	SN:scaffold8221|size1284	LN:1284
@SQ	SN:scaffold8222|size1284	LN:1284
@SQ	SN:scaffold8223|size1284	LN:1284
@SQ	SN:scaffold8224|size1284	LN:1284
@SQ	SN:scaffold8225|size1284	LN:1284
@SQ	SN:scaffold8226|size1284	LN:1284
@SQ	SN:scaffold8227|size1284	LN:1284
@SQ	SN:scaffold8228|size1283	LN:1283
@SQ	SN:scaffold8229|size1283	LN:1283
@SQ	SN:scaffold8230|size1283	LN:1283
@SQ	SN:scaffold8231|size1283	LN:1283
@SQ	SN:scaffold8232|size1283	LN:1283
@SQ	SN:scaffold8233|size1283	LN:1283
@SQ	SN:scaffold8234|size1283	LN:1283
@SQ	SN:scaffold8235|size1283	LN:1283
@SQ	SN:scaffold8236|size1283	LN:1283
@SQ	SN:scaffold8237|size1283	LN:1283
@SQ	SN:scaffold8238|size1282	LN:1282
@SQ	SN:scaffold8239|size1282	LN:1282
@SQ	SN:scaffold8240|size1282	LN:1282
@SQ	SN:scaffold8241|size1282	LN:1282
@SQ	SN:scaffold8242|size1282	LN:1282
@SQ	SN:scaffold8243|size1282	LN:1282
@SQ	SN:scaffold8244|size1282	LN:1282
@SQ	SN:scaffold8245|size1282	LN:1282
@SQ	SN:scaffold8246|size1282	LN:1282
@SQ	SN:scaffold8247|size1282	LN:1282
@SQ	SN:scaffold8248|size1281	LN:1281
@SQ	SN:scaffold8249|size1281	LN:1281
@SQ	SN:scaffold8250|size1281	LN:1281
@SQ	SN:scaffold8251|size1281	LN:1281
@SQ	SN:scaffold8252|size1281	LN:1281
@SQ	SN:scaffold8253|size1281	LN:1281
@SQ	SN:scaffold8254|size1281	LN:1281
@SQ	SN:scaffold8255|size1281	LN:1281
@SQ	SN:scaffold8256|size1281	LN:1281
@SQ	SN:scaffold8257|size1281	LN:1281
@SQ	SN:scaffold8258|size1281	LN:1281
@SQ	SN:scaffold8259|size1281	LN:1281
@SQ	SN:scaffold8260|size1280	LN:1280
@SQ	SN:scaffold8261|size1280	LN:1280
@SQ	SN:scaffold8262|size1280	LN:1280
@SQ	SN:scaffold8263|size1280	LN:1280
@SQ	SN:scaffold8264|size1279	LN:1279
@SQ	SN:scaffold8265|size1279	LN:1279
@SQ	SN:scaffold8266|size1279	LN:1279
@SQ	SN:scaffold8267|size1279	LN:1279
@SQ	SN:scaffold8268|size1279	LN:1279
@SQ	SN:scaffold8269|size1279	LN:1279
@SQ	SN:scaffold8270|size1279	LN:1279
@SQ	SN:scaffold8271|size1278	LN:1278
@SQ	SN:scaffold8272|size1278	LN:1278
@SQ	SN:scaffold8273|size1278	LN:1278
@SQ	SN:scaffold8274|size1278	LN:1278
@SQ	SN:scaffold8275|size1278	LN:1278
@SQ	SN:scaffold8276|size1278	LN:1278
@SQ	SN:scaffold8277|size1278	LN:1278
@SQ	SN:scaffold8278|size1278	LN:1278
@SQ	SN:scaffold8279|size1277	LN:1277
@SQ	SN:scaffold8280|size1277	LN:1277
@SQ	SN:scaffold8281|size1277	LN:1277
@SQ	SN:scaffold8282|size1277	LN:1277
@SQ	SN:scaffold8283|size1277	LN:1277
@SQ	SN:scaffold8284|size1277	LN:1277
@SQ	SN:scaffold8285|size1277	LN:1277
@SQ	SN:scaffold8286|size1276	LN:1276
@SQ	SN:scaffold8287|size1276	LN:1276
@SQ	SN:scaffold8288|size1276	LN:1276
@SQ	SN:scaffold8289|size1276	LN:1276
@SQ	SN:scaffold8290|size1276	LN:1276
@SQ	SN:scaffold8291|size1276	LN:1276
@SQ	SN:scaffold8292|size1276	LN:1276
@SQ	SN:scaffold8293|size1275	LN:1275
@SQ	SN:scaffold8294|size1275	LN:1275
@SQ	SN:scaffold8295|size1275	LN:1275
@SQ	SN:scaffold8296|size1275	LN:1275
@SQ	SN:scaffold8297|size1275	LN:1275
@SQ	SN:scaffold8298|size1275	LN:1275
@SQ	SN:scaffold8299|size1275	LN:1275
@SQ	SN:scaffold8300|size1275	LN:1275
@SQ	SN:scaffold8301|size1275	LN:1275
@SQ	SN:scaffold8302|size1274	LN:1274
@SQ	SN:scaffold8303|size1274	LN:1274
@SQ	SN:scaffold8304|size1274	LN:1274
@SQ	SN:scaffold8305|size1274	LN:1274
@SQ	SN:scaffold8306|size1274	LN:1274
@SQ	SN:scaffold8307|size1274	LN:1274
@SQ	SN:scaffold8308|size1274	LN:1274
@SQ	SN:scaffold8309|size1273	LN:1273
@SQ	SN:scaffold8310|size1273	LN:1273
@SQ	SN:scaffold8311|size1272	LN:1272
@SQ	SN:scaffold8312|size1272	LN:1272
@SQ	SN:scaffold8313|size1272	LN:1272
@SQ	SN:scaffold8314|size1272	LN:1272
@SQ	SN:scaffold8315|size1272	LN:1272
@SQ	SN:scaffold8316|size1272	LN:1272
@SQ	SN:scaffold8317|size1272	LN:1272
@SQ	SN:scaffold8318|size1272	LN:1272
@SQ	SN:scaffold8319|size1271	LN:1271
@SQ	SN:scaffold8320|size1271	LN:1271
@SQ	SN:scaffold8321|size1271	LN:1271
@SQ	SN:scaffold8322|size1271	LN:1271
@SQ	SN:scaffold8323|size1271	LN:1271
@SQ	SN:scaffold8324|size1271	LN:1271
@SQ	SN:scaffold8325|size1271	LN:1271
@SQ	SN:scaffold8326|size1271	LN:1271
@SQ	SN:scaffold8327|size1270	LN:1270
@SQ	SN:scaffold8328|size1270	LN:1270
@SQ	SN:scaffold8329|size1270	LN:1270
@SQ	SN:scaffold8330|size1270	LN:1270
@SQ	SN:scaffold8331|size1270	LN:1270
@SQ	SN:scaffold8332|size1270	LN:1270
@SQ	SN:scaffold8333|size1270	LN:1270
@SQ	SN:scaffold8334|size1270	LN:1270
@SQ	SN:scaffold8335|size1269	LN:1269
@SQ	SN:scaffold8336|size1269	LN:1269
@SQ	SN:scaffold8337|size1269	LN:1269
@SQ	SN:scaffold8338|size1269	LN:1269
@SQ	SN:scaffold8339|size1269	LN:1269
@SQ	SN:scaffold8340|size1269	LN:1269
@SQ	SN:scaffold8341|size1269	LN:1269
@SQ	SN:scaffold8342|size1269	LN:1269
@SQ	SN:scaffold8343|size1269	LN:1269
@SQ	SN:scaffold8344|size1269	LN:1269
@SQ	SN:scaffold8345|size1269	LN:1269
@SQ	SN:scaffold8346|size1268	LN:1268
@SQ	SN:scaffold8347|size1268	LN:1268
@SQ	SN:scaffold8348|size1268	LN:1268
@SQ	SN:scaffold8349|size1268	LN:1268
@SQ	SN:scaffold8350|size1268	LN:1268
@SQ	SN:scaffold8351|size1268	LN:1268
@SQ	SN:scaffold8352|size1267	LN:1267
@SQ	SN:scaffold8353|size1267	LN:1267
@SQ	SN:scaffold8354|size1267	LN:1267
@SQ	SN:scaffold8355|size1267	LN:1267
@SQ	SN:scaffold8356|size1267	LN:1267
@SQ	SN:scaffold8357|size1267	LN:1267
@SQ	SN:scaffold8358|size1267	LN:1267
@SQ	SN:scaffold8359|size1267	LN:1267
@SQ	SN:scaffold8360|size1266	LN:1266
@SQ	SN:scaffold8361|size1266	LN:1266
@SQ	SN:scaffold8362|size1266	LN:1266
@SQ	SN:scaffold8363|size1266	LN:1266
@SQ	SN:scaffold8364|size1266	LN:1266
@SQ	SN:scaffold8365|size1266	LN:1266
@SQ	SN:scaffold8366|size1266	LN:1266
@SQ	SN:scaffold8367|size1266	LN:1266
@SQ	SN:scaffold8368|size1265	LN:1265
@SQ	SN:scaffold8369|size1265	LN:1265
@SQ	SN:scaffold8370|size1265	LN:1265
@SQ	SN:scaffold8371|size1265	LN:1265
@SQ	SN:scaffold8372|size1265	LN:1265
@SQ	SN:scaffold8373|size1265	LN:1265
@SQ	SN:scaffold8374|size1265	LN:1265
@SQ	SN:scaffold8375|size1265	LN:1265
@SQ	SN:scaffold8376|size1265	LN:1265
@SQ	SN:scaffold8377|size1265	LN:1265
@SQ	SN:scaffold8378|size1265	LN:1265
@SQ	SN:scaffold8379|size1264	LN:1264
@SQ	SN:scaffold8380|size1264	LN:1264
@SQ	SN:scaffold8381|size1264	LN:1264
@SQ	SN:scaffold8382|size1264	LN:1264
@SQ	SN:scaffold8383|size1264	LN:1264
@SQ	SN:scaffold8384|size1264	LN:1264
@SQ	SN:scaffold8385|size1264	LN:1264
@SQ	SN:scaffold8386|size1264	LN:1264
@SQ	SN:scaffold8387|size1263	LN:1263
@SQ	SN:scaffold8388|size1263	LN:1263
@SQ	SN:scaffold8389|size1263	LN:1263
@SQ	SN:scaffold8390|size1263	LN:1263
@SQ	SN:scaffold8391|size1263	LN:1263
@SQ	SN:scaffold8392|size1263	LN:1263
@SQ	SN:scaffold8393|size1262	LN:1262
@SQ	SN:scaffold8394|size1262	LN:1262
@SQ	SN:scaffold8395|size1262	LN:1262
@SQ	SN:scaffold8396|size1262	LN:1262
@SQ	SN:scaffold8397|size1262	LN:1262
@SQ	SN:scaffold8398|size1261	LN:1261
@SQ	SN:scaffold8399|size1261	LN:1261
@SQ	SN:scaffold8400|size1261	LN:1261
@SQ	SN:scaffold8401|size1261	LN:1261
@SQ	SN:scaffold8402|size1261	LN:1261
@SQ	SN:scaffold8403|size1261	LN:1261
@SQ	SN:scaffold8404|size1261	LN:1261
@SQ	SN:scaffold8405|size1261	LN:1261
@SQ	SN:scaffold8406|size1261	LN:1261
@SQ	SN:scaffold8407|size1261	LN:1261
@SQ	SN:scaffold8408|size1260	LN:1260
@SQ	SN:scaffold8409|size1260	LN:1260
@SQ	SN:scaffold8410|size1260	LN:1260
@SQ	SN:scaffold8411|size1260	LN:1260
@SQ	SN:scaffold8412|size1260	LN:1260
@SQ	SN:scaffold8413|size1259	LN:1259
@SQ	SN:scaffold8414|size1259	LN:1259
@SQ	SN:scaffold8415|size1259	LN:1259
@SQ	SN:scaffold8416|size1259	LN:1259
@SQ	SN:scaffold8417|size1259	LN:1259
@SQ	SN:scaffold8418|size1259	LN:1259
@SQ	SN:scaffold8419|size1258	LN:1258
@SQ	SN:scaffold8420|size1258	LN:1258
@SQ	SN:scaffold8421|size1258	LN:1258
@SQ	SN:scaffold8422|size1258	LN:1258
@SQ	SN:scaffold8423|size1258	LN:1258
@SQ	SN:scaffold8424|size1258	LN:1258
@SQ	SN:scaffold8425|size1258	LN:1258
@SQ	SN:scaffold8426|size1258	LN:1258
@SQ	SN:scaffold8427|size1257	LN:1257
@SQ	SN:scaffold8428|size1257	LN:1257
@SQ	SN:scaffold8429|size1257	LN:1257
@SQ	SN:scaffold8430|size1257	LN:1257
@SQ	SN:scaffold8431|size1257	LN:1257
@SQ	SN:scaffold8432|size1257	LN:1257
@SQ	SN:scaffold8433|size1257	LN:1257
@SQ	SN:scaffold8434|size1257	LN:1257
@SQ	SN:scaffold8435|size1256	LN:1256
@SQ	SN:scaffold8436|size1256	LN:1256
@SQ	SN:scaffold8437|size1256	LN:1256
@SQ	SN:scaffold8438|size1256	LN:1256
@SQ	SN:scaffold8439|size1256	LN:1256
@SQ	SN:scaffold8440|size1256	LN:1256
@SQ	SN:scaffold8441|size1256	LN:1256
@SQ	SN:scaffold8442|size1256	LN:1256
@SQ	SN:scaffold8443|size1256	LN:1256
@SQ	SN:scaffold8444|size1255	LN:1255
@SQ	SN:scaffold8445|size1255	LN:1255
@SQ	SN:scaffold8446|size1255	LN:1255
@SQ	SN:scaffold8447|size1255	LN:1255
@SQ	SN:scaffold8448|size1255	LN:1255
@SQ	SN:scaffold8449|size1254	LN:1254
@SQ	SN:scaffold8450|size1254	LN:1254
@SQ	SN:scaffold8451|size1254	LN:1254
@SQ	SN:scaffold8452|size1254	LN:1254
@SQ	SN:scaffold8453|size1254	LN:1254
@SQ	SN:scaffold8454|size1254	LN:1254
@SQ	SN:scaffold8455|size1254	LN:1254
@SQ	SN:scaffold8456|size1254	LN:1254
@SQ	SN:scaffold8457|size1254	LN:1254
@SQ	SN:scaffold8458|size1254	LN:1254
@SQ	SN:scaffold8459|size1254	LN:1254
@SQ	SN:scaffold8460|size1253	LN:1253
@SQ	SN:scaffold8461|size1253	LN:1253
@SQ	SN:scaffold8462|size1253	LN:1253
@SQ	SN:scaffold8463|size1253	LN:1253
@SQ	SN:scaffold8464|size1253	LN:1253
@SQ	SN:scaffold8465|size1253	LN:1253
@SQ	SN:scaffold8466|size1253	LN:1253
@SQ	SN:scaffold8467|size1253	LN:1253
@SQ	SN:scaffold8468|size1252	LN:1252
@SQ	SN:scaffold8469|size1252	LN:1252
@SQ	SN:scaffold8470|size1252	LN:1252
@SQ	SN:scaffold8471|size1252	LN:1252
@SQ	SN:scaffold8472|size1252	LN:1252
@SQ	SN:scaffold8473|size1251	LN:1251
@SQ	SN:scaffold8474|size1251	LN:1251
@SQ	SN:scaffold8475|size1251	LN:1251
@SQ	SN:scaffold8476|size1251	LN:1251
@SQ	SN:scaffold8477|size1251	LN:1251
@SQ	SN:scaffold8478|size1251	LN:1251
@SQ	SN:scaffold8479|size1251	LN:1251
@SQ	SN:scaffold8480|size1251	LN:1251
@SQ	SN:scaffold8481|size1251	LN:1251
@SQ	SN:scaffold8482|size1250	LN:1250
@SQ	SN:scaffold8483|size1250	LN:1250
@SQ	SN:scaffold8484|size1250	LN:1250
@SQ	SN:scaffold8485|size1250	LN:1250
@SQ	SN:scaffold8486|size1250	LN:1250
@SQ	SN:scaffold8487|size1250	LN:1250
@SQ	SN:scaffold8488|size1250	LN:1250
@SQ	SN:scaffold8489|size1250	LN:1250
@SQ	SN:scaffold8490|size1250	LN:1250
@SQ	SN:scaffold8491|size1250	LN:1250
@SQ	SN:scaffold8492|size1249	LN:1249
@SQ	SN:scaffold8493|size1249	LN:1249
@SQ	SN:scaffold8494|size1249	LN:1249
@SQ	SN:scaffold8495|size1249	LN:1249
@SQ	SN:scaffold8496|size1249	LN:1249
@SQ	SN:scaffold8497|size1249	LN:1249
@SQ	SN:scaffold8498|size1249	LN:1249
@SQ	SN:scaffold8499|size1249	LN:1249
@SQ	SN:scaffold8500|size1249	LN:1249
@SQ	SN:scaffold8501|size1249	LN:1249
@SQ	SN:scaffold8502|size1248	LN:1248
@SQ	SN:scaffold8503|size1248	LN:1248
@SQ	SN:scaffold8504|size1248	LN:1248
@SQ	SN:scaffold8505|size1248	LN:1248
@SQ	SN:scaffold8506|size1248	LN:1248
@SQ	SN:scaffold8507|size1247	LN:1247
@SQ	SN:scaffold8508|size1247	LN:1247
@SQ	SN:scaffold8509|size1247	LN:1247
@SQ	SN:scaffold8510|size1247	LN:1247
@SQ	SN:scaffold8511|size1247	LN:1247
@SQ	SN:scaffold8512|size1246	LN:1246
@SQ	SN:scaffold8513|size1246	LN:1246
@SQ	SN:scaffold8514|size1246	LN:1246
@SQ	SN:scaffold8515|size1246	LN:1246
@SQ	SN:scaffold8516|size1246	LN:1246
@SQ	SN:scaffold8517|size1246	LN:1246
@SQ	SN:scaffold8518|size1246	LN:1246
@SQ	SN:scaffold8519|size1246	LN:1246
@SQ	SN:scaffold8520|size1246	LN:1246
@SQ	SN:scaffold8521|size1246	LN:1246
@SQ	SN:scaffold8522|size1245	LN:1245
@SQ	SN:scaffold8523|size1245	LN:1245
@SQ	SN:scaffold8524|size1245	LN:1245
@SQ	SN:scaffold8525|size1245	LN:1245
@SQ	SN:scaffold8526|size1245	LN:1245
@SQ	SN:scaffold8527|size1245	LN:1245
@SQ	SN:scaffold8528|size1245	LN:1245
@SQ	SN:scaffold8529|size1245	LN:1245
@SQ	SN:scaffold8530|size1245	LN:1245
@SQ	SN:scaffold8531|size1245	LN:1245
@SQ	SN:scaffold8532|size1245	LN:1245
@SQ	SN:scaffold8533|size1245	LN:1245
@SQ	SN:scaffold8534|size1245	LN:1245
@SQ	SN:scaffold8535|size1245	LN:1245
@SQ	SN:scaffold8536|size1245	LN:1245
@SQ	SN:scaffold8537|size1245	LN:1245
@SQ	SN:scaffold8538|size1245	LN:1245
@SQ	SN:scaffold8539|size1245	LN:1245
@SQ	SN:scaffold8540|size1244	LN:1244
@SQ	SN:scaffold8541|size1244	LN:1244
@SQ	SN:scaffold8542|size1244	LN:1244
@SQ	SN:scaffold8543|size1244	LN:1244
@SQ	SN:scaffold8544|size1244	LN:1244
@SQ	SN:scaffold8545|size1244	LN:1244
@SQ	SN:scaffold8546|size1244	LN:1244
@SQ	SN:scaffold8547|size1244	LN:1244
@SQ	SN:scaffold8548|size1244	LN:1244
@SQ	SN:scaffold8549|size1243	LN:1243
@SQ	SN:scaffold8550|size1243	LN:1243
@SQ	SN:scaffold8551|size1243	LN:1243
@SQ	SN:scaffold8552|size1243	LN:1243
@SQ	SN:scaffold8553|size1243	LN:1243
@SQ	SN:scaffold8554|size1242	LN:1242
@SQ	SN:scaffold8555|size1242	LN:1242
@SQ	SN:scaffold8556|size1242	LN:1242
@SQ	SN:scaffold8557|size1242	LN:1242
@SQ	SN:scaffold8558|size1242	LN:1242
@SQ	SN:scaffold8559|size1242	LN:1242
@SQ	SN:scaffold8560|size1242	LN:1242
@SQ	SN:scaffold8561|size1242	LN:1242
@SQ	SN:scaffold8562|size1241	LN:1241
@SQ	SN:scaffold8563|size1241	LN:1241
@SQ	SN:scaffold8564|size1241	LN:1241
@SQ	SN:scaffold8565|size1240	LN:1240
@SQ	SN:scaffold8566|size1240	LN:1240
@SQ	SN:scaffold8567|size1240	LN:1240
@SQ	SN:scaffold8568|size1240	LN:1240
@SQ	SN:scaffold8569|size1240	LN:1240
@SQ	SN:scaffold8570|size1240	LN:1240
@SQ	SN:scaffold8571|size1240	LN:1240
@SQ	SN:scaffold8572|size1239	LN:1239
@SQ	SN:scaffold8573|size1239	LN:1239
@SQ	SN:scaffold8574|size1239	LN:1239
@SQ	SN:scaffold8575|size1239	LN:1239
@SQ	SN:scaffold8576|size1239	LN:1239
@SQ	SN:scaffold8577|size1239	LN:1239
@SQ	SN:scaffold8578|size1239	LN:1239
@SQ	SN:scaffold8579|size1238	LN:1238
@SQ	SN:scaffold8580|size1238	LN:1238
@SQ	SN:scaffold8581|size1238	LN:1238
@SQ	SN:scaffold8582|size1238	LN:1238
@SQ	SN:scaffold8583|size1238	LN:1238
@SQ	SN:scaffold8584|size1238	LN:1238
@SQ	SN:scaffold8585|size1238	LN:1238
@SQ	SN:scaffold8586|size1238	LN:1238
@SQ	SN:scaffold8587|size1238	LN:1238
@SQ	SN:scaffold8588|size1237	LN:1237
@SQ	SN:scaffold8589|size1237	LN:1237
@SQ	SN:scaffold8590|size1237	LN:1237
@SQ	SN:scaffold8591|size1237	LN:1237
@SQ	SN:scaffold8592|size1237	LN:1237
@SQ	SN:scaffold8593|size1237	LN:1237
@SQ	SN:scaffold8594|size1236	LN:1236
@SQ	SN:scaffold8595|size1236	LN:1236
@SQ	SN:scaffold8596|size1236	LN:1236
@SQ	SN:scaffold8597|size1236	LN:1236
@SQ	SN:scaffold8598|size1236	LN:1236
@SQ	SN:scaffold8599|size1236	LN:1236
@SQ	SN:scaffold8600|size1236	LN:1236
@SQ	SN:scaffold8601|size1236	LN:1236
@SQ	SN:scaffold8602|size1236	LN:1236
@SQ	SN:scaffold8603|size1235	LN:1235
@SQ	SN:scaffold8604|size1235	LN:1235
@SQ	SN:scaffold8605|size1235	LN:1235
@SQ	SN:scaffold8606|size1235	LN:1235
@SQ	SN:scaffold8607|size1235	LN:1235
@SQ	SN:scaffold8608|size1234	LN:1234
@SQ	SN:scaffold8609|size1234	LN:1234
@SQ	SN:scaffold8610|size1234	LN:1234
@SQ	SN:scaffold8611|size1234	LN:1234
@SQ	SN:scaffold8612|size1234	LN:1234
@SQ	SN:scaffold8613|size1233	LN:1233
@SQ	SN:scaffold8614|size1233	LN:1233
@SQ	SN:scaffold8615|size1233	LN:1233
@SQ	SN:scaffold8616|size1233	LN:1233
@SQ	SN:scaffold8617|size1233	LN:1233
@SQ	SN:scaffold8618|size1232	LN:1232
@SQ	SN:scaffold8619|size1232	LN:1232
@SQ	SN:scaffold8620|size1232	LN:1232
@SQ	SN:scaffold8621|size1232	LN:1232
@SQ	SN:scaffold8622|size1232	LN:1232
@SQ	SN:scaffold8623|size1232	LN:1232
@SQ	SN:scaffold8624|size1231	LN:1231
@SQ	SN:scaffold8625|size1231	LN:1231
@SQ	SN:scaffold8626|size1231	LN:1231
@SQ	SN:scaffold8627|size1231	LN:1231
@SQ	SN:scaffold8628|size1231	LN:1231
@SQ	SN:scaffold8629|size1231	LN:1231
@SQ	SN:scaffold8630|size1231	LN:1231
@SQ	SN:scaffold8631|size1231	LN:1231
@SQ	SN:scaffold8632|size1230	LN:1230
@SQ	SN:scaffold8633|size1230	LN:1230
@SQ	SN:scaffold8634|size1230	LN:1230
@SQ	SN:scaffold8635|size1230	LN:1230
@SQ	SN:scaffold8636|size1230	LN:1230
@SQ	SN:scaffold8637|size1229	LN:1229
@SQ	SN:scaffold8638|size1229	LN:1229
@SQ	SN:scaffold8639|size1229	LN:1229
@SQ	SN:scaffold8640|size1229	LN:1229
@SQ	SN:scaffold8641|size1229	LN:1229
@SQ	SN:scaffold8642|size1228	LN:1228
@SQ	SN:scaffold8643|size1228	LN:1228
@SQ	SN:scaffold8644|size1228	LN:1228
@SQ	SN:scaffold8645|size1228	LN:1228
@SQ	SN:scaffold8646|size1228	LN:1228
@SQ	SN:scaffold8647|size1228	LN:1228
@SQ	SN:scaffold8648|size1228	LN:1228
@SQ	SN:scaffold8649|size1228	LN:1228
@SQ	SN:scaffold8650|size1228	LN:1228
@SQ	SN:scaffold8651|size1227	LN:1227
@SQ	SN:scaffold8652|size1227	LN:1227
@SQ	SN:scaffold8653|size1227	LN:1227
@SQ	SN:scaffold8654|size1227	LN:1227
@SQ	SN:scaffold8655|size1227	LN:1227
@SQ	SN:scaffold8656|size1227	LN:1227
@SQ	SN:scaffold8657|size1227	LN:1227
@SQ	SN:scaffold8658|size1227	LN:1227
@SQ	SN:scaffold8659|size1227	LN:1227
@SQ	SN:scaffold8660|size1227	LN:1227
@SQ	SN:scaffold8661|size1227	LN:1227
@SQ	SN:scaffold8662|size1226	LN:1226
@SQ	SN:scaffold8663|size1226	LN:1226
@SQ	SN:scaffold8664|size1226	LN:1226
@SQ	SN:scaffold8665|size1225	LN:1225
@SQ	SN:scaffold8666|size1225	LN:1225
@SQ	SN:scaffold8667|size1225	LN:1225
@SQ	SN:scaffold8668|size1225	LN:1225
@SQ	SN:scaffold8669|size1225	LN:1225
@SQ	SN:scaffold8670|size1225	LN:1225
@SQ	SN:scaffold8671|size1225	LN:1225
@SQ	SN:scaffold8672|size1224	LN:1224
@SQ	SN:scaffold8673|size1224	LN:1224
@SQ	SN:scaffold8674|size1224	LN:1224
@SQ	SN:scaffold8675|size1224	LN:1224
@SQ	SN:scaffold8676|size1224	LN:1224
@SQ	SN:scaffold8677|size1224	LN:1224
@SQ	SN:scaffold8678|size1223	LN:1223
@SQ	SN:scaffold8679|size1223	LN:1223
@SQ	SN:scaffold8680|size1223	LN:1223
@SQ	SN:scaffold8681|size1223	LN:1223
@SQ	SN:scaffold8682|size1223	LN:1223
@SQ	SN:scaffold8683|size1223	LN:1223
@SQ	SN:scaffold8684|size1222	LN:1222
@SQ	SN:scaffold8685|size1222	LN:1222
@SQ	SN:scaffold8686|size1222	LN:1222
